text_id,text,lang,text_type
t00016481,outros planos,pt,paraphrase
t00016482,quer algo mais,pt,paraphrase
t00016483,motivo ulterior,pt,paraphrase
t00016484,motivos oculto,pt,paraphrase
t00016485,intenções a mais que o esperado,pt,paraphrase
t00016486,intenções geralmente não tão corretas,pt,paraphrase
t00016487,malicioso,pt,paraphrase
t00016488,saliência,pt,paraphrase
t00016489,interesseiro,pt,paraphrase
t00016490,quer algo a mais,pt,paraphrase
t00016491,segundas ideias,pt,paraphrase
t00016492,intenções escusas,pt,paraphrase
t00016493,interesses alheios ão superficial,pt,paraphrase
t00016494,conflito de interesse,pt,paraphrase
t00016495,ação duvidosa,pt,paraphrase
t00016496,plano não revelado,pt,paraphrase
t00016497,insinuações,pt,paraphrase
t00016498,intenções eróticas,pt,paraphrase
t00016499,inteções maldosas,pt,paraphrase
t00016500,inteções maliciosas,pt,paraphrase
t00016501,perversão,pt,paraphrase
t00016502,intenções veladas,pt,paraphrase
t00016503,segundo plano,pt,expression
t00016504,segundo,pt,modifier
t00016505,fundo do ecrã,pt,paraphrase
t00016506,fundo,pt,paraphrase
t00016507,secundário,pt,paraphrase
t00016508,não prioritário,pt,paraphrase
t00016509,de lado,pt,paraphrase
t00016510,sem importância,pt,paraphrase
t00016511,segunda opção,pt,paraphrase
t00016512,plano b,pt,paraphrase
t00016513,menos importante,pt,paraphrase
t00016514,sem prioridade,pt,paraphrase
t00016515,não é prioridade,pt,paraphrase
t00016516,baixa prioridade,pt,paraphrase
t00016517,deixado para depois,pt,paraphrase
t00016518,menor importância,pt,paraphrase
t00016519,não principal,pt,paraphrase
t00016520,plano de fundo,pt,paraphrase
t00016521,postergado,pt,paraphrase
t00016522,deixar de lado,pt,paraphrase
t00016523,pôr num plano inferior,pt,paraphrase
t00016524,desprezar,pt,paraphrase
t00016525,postergar,pt,paraphrase
t00016526,relegar,pt,paraphrase
t00016527,menos importância,pt,paraphrase
t00016528,por trás,pt,paraphrase
t00016529,para outra hora,pt,paraphrase
t00016530,não primário,pt,paraphrase
t00016531,que é deixado de lado,pt,paraphrase
t00016532,que não recebe toda atenção,pt,paraphrase
t00016533,que ficou para ser feito depois,pt,paraphrase
t00016534,que não é prioridade,pt,paraphrase
t00016535,sem relevância,pt,paraphrase
t00016536,retaguarda,pt,paraphrase
t00016537,não tão importante,pt,paraphrase
t00016538,para depois,pt,paraphrase
t00016539,com menor prioridade,pt,paraphrase
t00016540,nos bastidores,pt,paraphrase
t00016541,segunda prioridade,pt,paraphrase
t00016542,pouca consideração,pt,paraphrase
t00016543,baixa relevância,pt,paraphrase
t00016544,pouca prioridade,pt,paraphrase
t00016545,pouco relevante,pt,paraphrase
t00016546,depois,pt,paraphrase
t00016547,plano secundário,pt,paraphrase
t00016548,de menor importância,pt,paraphrase
t00016549,esquecido,pt,paraphrase
t00016550,pouco importante,pt,paraphrase
t00016551,menor prioridade,pt,paraphrase
t00016552,preterição,pt,paraphrase
t00016553,alternativa,pt,paraphrase
t00016554,secundario,pt,paraphrase
t00016555,não essencial,pt,paraphrase
t00016556,plano menos importante,pt,paraphrase
t00016557,algo que está por trás,pt,paraphrase
t00016558,algo que foi ignorado,pt,paraphrase
t00016559,relegado,pt,paraphrase
t00016560,menos prioritário,pt,paraphrase
t00016561,plano reserva,pt,paraphrase
t00016562,segundo recurso,pt,paraphrase
t00016563,menor,pt,paraphrase
t00016564,segunda escolha,pt,paraphrase
t00016565,deixado pra depois,pt,paraphrase
t00016566,fora da atenção,pt,paraphrase
t00016567,fora do foco,pt,paraphrase
t00016568,esquecidos,pt,paraphrase
t00016569,para trás,pt,paraphrase
t00016570,com baixa prioridade,pt,paraphrase
t00016571,em espera,pt,paraphrase
t00016572,segundo lugar,pt,paraphrase
t00016573,questão secundária,pt,paraphrase
t00016574,fora de cena,pt,paraphrase
t00016575,pano de fundo,pt,paraphrase
t00016576,sentença judicial,pt,expression
t00016577,sentença,pt,head
t00016578,judicial,pt,modifier
t00016579,sentença,pt,paraphrase
t00016580,decisão,pt,paraphrase
t00016581,decisão judicial,pt,paraphrase
t00016582,veredicto,pt,paraphrase
t00016583,lei,pt,paraphrase
t00016584,pena judicial,pt,paraphrase
t00016585,punição,pt,paraphrase
t00016586,decisão feita pelo juiz,pt,paraphrase
t00016587,veredicto através de processo judiciário formal,pt,paraphrase
t00016588,parecer,pt,paraphrase
t00016589,parecer judicial,pt,paraphrase
t00016590,parecer jurídico,pt,paraphrase
t00016591,penalidade,pt,paraphrase
t00016592,réu culpado,pt,paraphrase
t00016593,sentença do juri,pt,paraphrase
t00016594,sentença legal,pt,paraphrase
t00016595,encargo judicial,pt,paraphrase
t00016596,veredito judicial,pt,paraphrase
t00016597,decreto,pt,paraphrase
t00016598,decisão de uma corte em relação a um caso,pt,paraphrase
t00016599,decisão de uma corte judiciária,pt,paraphrase
t00016600,sentença do juiz,pt,paraphrase
t00016601,sentença jurídica,pt,paraphrase
t00016602,acórdão,pt,paraphrase
t00016603,pena,pt,paraphrase
t00016604,veredito,pt,paraphrase
t00016605,resolução do julgamento,pt,paraphrase
t00016606,resultado do juiz,pt,paraphrase
t00016607,decisão da justiça,pt,paraphrase
t00016608,sanção,pt,paraphrase
t00016609,pronunciamento,pt,paraphrase
t00016610,decisão do juíz,pt,paraphrase
t00016611,sentença da justiça,pt,paraphrase
t00016612,sexto sentido,pt,expression
t00016613,sentido,pt,head
t00016614,sexto,pt,modifier
t00016615,intuição,pt,paraphrase
t00016616,pressentimento,pt,paraphrase
t00016617,premonição,pt,paraphrase
t00016618,percepção,pt,paraphrase
t00016619,percepção extra sensorial,pt,paraphrase
t00016620,sentimento,pt,paraphrase
t00016621,percepção extrassensorial,pt,paraphrase
t00016622,esp,pt,paraphrase
t00016623,clarevidência,pt,paraphrase
t00016624,sensiblidade,pt,paraphrase
t00016625,alta sensibilidade,pt,paraphrase
t00016626,percepção aguçada,pt,paraphrase
t00016627,mediunidade,pt,paraphrase
t00016628,palpite,pt,paraphrase
t00016629,desconfiança,pt,paraphrase
t00016630,paranormalidade,pt,paraphrase
t00016631,percepção sobrenatural,pt,paraphrase
t00016632,sentido,pt,paraphrase
t00016633,impulso natural,pt,paraphrase
t00016634,faro,pt,paraphrase
t00016635,tino,pt,paraphrase
t00016636,dejavu,pt,paraphrase
t00016637,sinal,pt,paraphrase
t00016638,intuinção,pt,paraphrase
t00016639,sensação,pt,paraphrase
t00016640,sensibilidade,pt,paraphrase
t00016641,ciência,pt,paraphrase
t00016642,sentido intuitivo,pt,paraphrase
t00016643,bom faro,pt,paraphrase
t00016644,instinto aguçado,pt,paraphrase
t00016645,sinal verde,pt,expression
t00016646,sinal,pt,head
t00016647,autorização,pt,paraphrase
t00016648,aprovação,pt,paraphrase
t00016649,permissão,pt,paraphrase
t00016650,liberação,pt,paraphrase
t00016651,aval,pt,paraphrase
t00016652,ok,pt,paraphrase
t00016653,consentimento,pt,paraphrase
t00016654,confirmação,pt,paraphrase
t00016655,ratificação,pt,paraphrase
t00016656,sinal aberto,pt,paraphrase
t00016657,consentir,pt,paraphrase
t00016658,dizer sim,pt,paraphrase
t00016659,okay,pt,paraphrase
t00016660,aprovar,pt,paraphrase
t00016661,autorizar,pt,paraphrase
t00016662,anuência,pt,paraphrase
t00016663,assentimento,pt,paraphrase
t00016664,aceite,pt,paraphrase
t00016665,concordância,pt,paraphrase
t00016666,liberado,pt,paraphrase
t00016667,passe livre,pt,paraphrase
t00016668,aviso favorável,pt,paraphrase
t00016669,livre passagem,pt,paraphrase
t00016670,luz verde,pt,paraphrase
t00016671,veredito positivo,pt,paraphrase
t00016672,positivo,pt,paraphrase
t00016673,sinal de que pode se seguir,pt,paraphrase
t00016674,permissão para seguir em frente,pt,paraphrase
t00016675,siga em frente,pt,paraphrase
t00016676,concessão,pt,paraphrase
t00016677,carta branca,pt,paraphrase
t00016678,sinal positivo,pt,paraphrase
t00016679,sistema político,pt,expression
t00016680,sistema,pt,head
t00016681,método político,pt,paraphrase
t00016682,modus político,pt,paraphrase
t00016683,capitalista,pt,paraphrase
t00016684,administração politica,pt,paraphrase
t00016685,gerencia,pt,paraphrase
t00016686,administração política,pt,paraphrase
t00016687,organização governamental,pt,paraphrase
t00016688,estrutura governamental,pt,paraphrase
t00016689,modelo governamental,pt,paraphrase
t00016690,aparelho político,pt,paraphrase
t00016691,sistema estatal,pt,paraphrase
t00016692,sistema que é político,pt,paraphrase
t00016693,aparato político,pt,paraphrase
t00016694,legislação,pt,paraphrase
t00016695,politicagem,pt,paraphrase
t00016696,característica de governar,pt,paraphrase
t00016697,sétimo arte,pt,expression
t00016698,arte,pt,head
t00016699,sétima,pt,modifier
t00016700,filmes,pt,paraphrase
t00016701,cinematografia,pt,paraphrase
t00016702,atuação,pt,paraphrase
t00016703,filmografia,pt,paraphrase
t00016704,arte classica,pt,paraphrase
t00016705,grande arte,pt,paraphrase
t00016706,indústria cinematográfica,pt,paraphrase
t00016707,artes audiovisuais,pt,paraphrase
t00016708,arte,pt,paraphrase
t00016709,arte de qualidade,pt,paraphrase
t00016710,arte valorizada,pt,paraphrase
t00016711,artes sênicas,pt,paraphrase
t00016712,tela grande,pt,paraphrase
t00016713,pelicula,pt,paraphrase
t00016714,arte cinemática,pt,paraphrase
t00016715,arte cinematográfica,pt,paraphrase
t00016716,tapete vermelho,pt,expression
t00016717,tapete,pt,head
t00016718,vermelho,pt,modifier
t00016719,honraria,pt,paraphrase
t00016720,privilegio,pt,paraphrase
t00016721,oscar,pt,paraphrase
t00016722,tapete da fama,pt,paraphrase
t00016723,tapete dos famosos,pt,paraphrase
t00016724,premiação,pt,paraphrase
t00016725,recepção,pt,paraphrase
t00016726,tapete,pt,paraphrase
t00016727,entrada de eventos,pt,paraphrase
t00016728,entrada em premiações,pt,paraphrase
t00016729,celebridades,pt,paraphrase
t00016730,tapete de honra,pt,paraphrase
t00016731,tapete dos destaques,pt,paraphrase
t00016732,tapete dos vips,pt,paraphrase
t00016733,boas vindas,pt,paraphrase
t00016734,passam famosos,pt,paraphrase
t00016735,tapete de cerimônia,pt,paraphrase
t00016736,ambiente de luxo,pt,paraphrase
t00016737,entrada do evento,pt,paraphrase
t00016738,capacho vermelho,pt,paraphrase
t00016739,tapeçaria vermelha,pt,paraphrase
t00016740,tapete por onde passam as celebridades,pt,paraphrase
t00016741,tapete que leva a algum evento importante,pt,paraphrase
t00016742,lugar de prestigio,pt,paraphrase
t00016743,"premiação (cinema, musica, televisão)",pt,paraphrase
t00016744,caminho vermelho,pt,paraphrase
t00016745,passarela vermelha,pt,paraphrase
t00016746,caminho de estrelas,pt,paraphrase
t00016747,chão de estrelas,pt,paraphrase
t00016748,piso de nobres,pt,paraphrase
t00016749,tapete de desfile,pt,paraphrase
t00016750,tapete de recepção,pt,paraphrase
t00016751,prêmios da academia,pt,paraphrase
t00016752,entrega de premios,pt,paraphrase
t00016753,chegada com estilo,pt,paraphrase
t00016754,chiqueza,pt,paraphrase
t00016755,recepção glamourosa,pt,paraphrase
t00016756,tapete de estrelas,pt,paraphrase
t00016757,tapete de famosos,pt,paraphrase
t00016758,corredor de entrada,pt,paraphrase
t00016759,cerimônia importante,pt,paraphrase
t00016760,tapete diferenciado,pt,paraphrase
t00016761,gala,pt,paraphrase
t00016762,evento importante,pt,paraphrase
t00016763,tapete de festa,pt,paraphrase
t00016764,tapete do oscar,pt,paraphrase
t00016765,tartaruga marinho,pt,expression
t00016766,tartaruga,pt,head
t00016767,marinha,pt,modifier
t00016768,tartaruga,pt,paraphrase
t00016769,tartaruga do mar,pt,paraphrase
t00016770,tartaruga que vive no mar,pt,paraphrase
t00016771,animal marinho,pt,paraphrase
t00016772,réptil marinho,pt,paraphrase
t00016773,cheloniidae,pt,paraphrase
t00016774,tartaruga de água salgada,pt,paraphrase
t00016775,cágado,pt,paraphrase
t00016776,quelônio marinho,pt,paraphrase
t00016777,tartaruga do oceano,pt,paraphrase
t00016778,réptil,pt,paraphrase
t00016779,tartaruga oceânica,pt,paraphrase
t00016780,tartaruga de oceano,pt,paraphrase
t00016781,tartaruga vinda do mar,pt,paraphrase
t00016782,cágado do mar,pt,paraphrase
t00016783,tartaruga de ambiente marítimo,pt,paraphrase
t00016784,espécide de tartaruga,pt,paraphrase
t00016785,réptil dos mares,pt,paraphrase
t00016786,tartaruga de agua,pt,paraphrase
t00016787,tartaruga de mar,pt,paraphrase
t00016788,tartaruga encontrada no mar,pt,paraphrase
t00016789,tartaruga aquática,pt,paraphrase
t00016790,tartaruga não terrestre,pt,paraphrase
t00016791,animal do mar,pt,paraphrase
t00016792,tela plano,pt,expression
t00016793,tela,pt,head
t00016794,plana,pt,modifier
t00016795,tela reta,pt,paraphrase
t00016796,lcd,pt,paraphrase
t00016797,tela,pt,paraphrase
t00016798,tela fina,pt,paraphrase
t00016799,ecrã,pt,paraphrase
t00016800,tela lisa,pt,paraphrase
t00016801,tela sem curvatura,pt,paraphrase
t00016802,visor plano,pt,paraphrase
t00016803,televisão,pt,paraphrase
t00016804,widescreen,pt,paraphrase
t00016805,tv sem tubo,pt,paraphrase
t00016806,ecrã plano,pt,paraphrase
t00016807,monitor plano,pt,paraphrase
t00016808,tela de plasma,pt,paraphrase
t00016809,tela lcd,pt,paraphrase
t00016810,aparelho eletrônico de tela fina,pt,paraphrase
t00016811,tela com baixa espessura,pt,paraphrase
t00016812,tela sem concavidade,pt,paraphrase
t00016813,monitor de alta definição,pt,paraphrase
t00016814,televisão hd,pt,paraphrase
t00016815,flat screen,pt,paraphrase
t00016816,superfície reta,pt,paraphrase
t00016817,vidro liso,pt,paraphrase
t00016818,tecnologia,pt,paraphrase
t00016819,televisão fina,pt,paraphrase
t00016820,televisão moderna,pt,paraphrase
t00016821,tv de lcd ou plasma,pt,paraphrase
t00016822,tv que não é de tubo,pt,paraphrase
t00016823,plasma,pt,paraphrase
t00016824,tela gigante,pt,paraphrase
t00016825,tela sem curva,pt,paraphrase
t00016826,tela flat,pt,paraphrase
t00016827,tela que é plana,pt,paraphrase
t00016828,tela de lcd,pt,paraphrase
t00016829,tela de led,pt,paraphrase
t00016830,tempo real,pt,expression
t00016831,tempo,pt,head
t00016832,real,pt,modifier
t00016833,instantâneo,pt,paraphrase
t00016834,imediato,pt,paraphrase
t00016835,ao mesmo tempo,pt,paraphrase
t00016836,simultâneo,pt,paraphrase
t00016837,na mesma hora,pt,paraphrase
t00016838,agora,pt,paraphrase
t00016839,simultaneamente,pt,paraphrase
t00016840,instantaneamente,pt,paraphrase
t00016841,sem espera,pt,paraphrase
t00016842,no momento em que acontece,pt,paraphrase
t00016843,simultaneo,pt,paraphrase
t00016844,no exato momento em que algo está acontecendo,pt,paraphrase
t00016845,concorrente,pt,paraphrase
t00016846,neste instante,pt,paraphrase
t00016847,neste momento,pt,paraphrase
t00016848,presente momento,pt,paraphrase
t00016849,tempo corrente,pt,paraphrase
t00016850,atual,pt,paraphrase
t00016851,atualização para se estar o mais próximo possível da realidade,pt,paraphrase
t00016852,atualizado na velocidade que a informação se torna disponível,pt,paraphrase
t00016853,transmissão simultânea,pt,paraphrase
t00016854,na integra,pt,paraphrase
t00016855,algo que está acontecendo agora,pt,paraphrase
t00016856,concorrentemente,pt,paraphrase
t00016857,síncronismo,pt,paraphrase
t00016858,no momento,pt,paraphrase
t00016859,sem demora,pt,paraphrase
t00016860,velocidade,pt,paraphrase
t00016861,atualizado,pt,paraphrase
t00016862,momento real,pt,paraphrase
t00016863,live,pt,paraphrase
t00016864,fidedigno,pt,paraphrase
t00016865,exato momento,pt,paraphrase
t00016866,em carne e osso,pt,paraphrase
t00016867,na hora,pt,paraphrase
t00016868,no mesmo instante,pt,paraphrase
t00016869,terceiro idade,pt,expression
t00016870,idade,pt,head
t00016871,terceira,pt,modifier
t00016872,velhice,pt,paraphrase
t00016873,idosos,pt,paraphrase
t00016874,idoso,pt,paraphrase
t00016875,melhor idade,pt,paraphrase
t00016876,idade avançada,pt,paraphrase
t00016877,velhos,pt,paraphrase
t00016878,aposentadoria,pt,paraphrase
t00016879,grupo de idósos,pt,paraphrase
t00016880,idósos,pt,paraphrase
t00016881,pessoa velha,pt,paraphrase
t00016882,qualidade do idoso,pt,paraphrase
t00016883,meia idade,pt,paraphrase
t00016884,flor da idade,pt,paraphrase
t00016885,ancianidade,pt,paraphrase
t00016886,de idade,pt,paraphrase
t00016887,ancião,pt,paraphrase
t00016888,fase da vida,pt,paraphrase
t00016889,pessoa idosa,pt,paraphrase
t00016890,maior idade,pt,paraphrase
t00016891,senioridade,pt,paraphrase
t00016892,fim da vida,pt,paraphrase
t00016893,envelhecimento,pt,paraphrase
t00016894,geriatria,pt,paraphrase
t00016895,terceiro pessoa,pt,expression
t00016896,pessoa,pt,head
t00016897,outrem,pt,paraphrase
t00016898,narrador,pt,paraphrase
t00016899,ele,pt,paraphrase
t00016900,referente,pt,paraphrase
t00016901,outro,pt,paraphrase
t00016902,ela,pt,paraphrase
t00016903,outra pessoa,pt,paraphrase
t00016904,de quem se fala,pt,paraphrase
t00016905,pessoa gramatical,pt,paraphrase
t00016906,terceiro indivíduo,pt,paraphrase
t00016907,pessoa externa,pt,paraphrase
t00016908,mensagem,pt,paraphrase
t00016909,modo impessoal,pt,paraphrase
t00016910,ele (a),pt,paraphrase
t00016911,ele/ela,pt,paraphrase
t00016912,eles/elas,pt,paraphrase
t00016913,terceira,pt,paraphrase
t00016914,individuo distante,pt,paraphrase
t00016915,individuo que não participa do dialogo,pt,paraphrase
t00016916,narrador onisciente,pt,paraphrase
t00016917,terceira pessoa gramatical,pt,paraphrase
t00016918,conjugação,pt,paraphrase
t00016919,pessoa verbal,pt,paraphrase
t00016920,narrativa,pt,paraphrase
t00016921,pessoa de quem se fala,pt,paraphrase
t00016922,aquele de quem se fala,pt,paraphrase
t00016923,autor afastado da história,pt,paraphrase
t00016924,pessoa qualquer,pt,paraphrase
t00016925,terceiro sujeito,pt,paraphrase
t00016926,entidade a parte,pt,paraphrase
t00016927,primeira pessoa,pt,paraphrase
t00016928,terceira entidade,pt,paraphrase
t00016929,pessoa alheia às da situação específica,pt,paraphrase
